-9999	-9999	-9999	-9999	1.29954724314985e-07	1.29954724314985e-07	1.26914111220344e-07	1.26914111220344e-07	1.28015855693775e-07	1.27593725807174e-07	1.27671170524479e-07	1.27748615241785e-07	1.29134489768035e-07	1.29177707937818e-07	1.27875037965926e-07	1.26865700167400e-07	1.25970738729109e-07	1.24523226396889e-07	1.19206796433957e-07	1.19325289205108e-07	1.23054913814258e-07	1.26294840363528e-07	1.26291212154683e-07	1.23793682860196e-07	1.22362577315016e-07	1.24205208488585e-07	1.24128655443201e-07	1.22463995388955e-07	1.17986412817572e-07	1.12140464381127e-07	1.08063168191563e-07	1.07427195139564e-07	1.10347957438250e-07	1.19201171600025e-07
-9999	-9999	-9999	1.29179163366189e-07	1.28951111122433e-07	1.28951111122433e-07	1.26812652230986e-07	1.26812652230986e-07	1.26943473806781e-07	1.26214189322127e-07	1.27784707852167e-07	1.28732517386728e-07	1.30437836531883e-07	1.29760563183368e-07	1.29122664560555e-07	1.26747744744193e-07	1.26118618659632e-07	1.27442723041327e-07	1.26254172450047e-07	1.25600625011657e-07	1.23045892053142e-07	1.25818041851744e-07	1.26142894885106e-07	1.23820990201769e-07	1.21711681089209e-07	1.23762707341749e-07	1.21987444738162e-07	1.14520953076180e-07	1.07290383510872e-07	1.03611104407264e-07	9.79742251772109e-08	1.01666367768871e-07	1.02261841069170e-07	1.09383363700033e-07
-9999	-9999	-9999	1.28301746116222e-07	1.28301746116222e-07	1.29778335633546e-07	1.27471140605924e-07	1.27471140605924e-07	1.22025827664629e-07	1.23866371382064e-07	1.28452803949131e-07	1.28306160362968e-07	1.28907203134077e-07	1.29842661067414e-07	1.29729585296445e-07	1.28359348039453e-07	1.28282851008521e-07	1.29850091568073e-07	1.25229373093561e-07	1.24251289257415e-07	1.23983627512795e-07	1.25103481944204e-07	1.25904803027765e-07	1.23733523871294e-07	1.20547059445641e-07	1.21402308058312e-07	1.14049521826587e-07	1.02093530962577e-07	9.73767981804485e-08	9.81824621604233e-08	1.02526444223372e-07	1.10060505598142e-07	1.12655463624378e-07	1.13246618305141e-07
-9999	-9999	-9999	1.28411393518491e-07	1.28411393518491e-07	1.30377507900903e-07	1.28493621076586e-07	1.27382590401718e-07	1.22206737174224e-07	1.25686663743352e-07	1.29166590312479e-07	1.28469936910847e-07	1.28522042786017e-07	1.28510873054211e-07	1.29029987287292e-07	1.29427974115970e-07	1.31259179525500e-07	1.31265585068263e-07	1.29503994195090e-07	1.27835731689174e-07	1.24962853220723e-07	1.24874225093663e-07	1.26587570647985e-07	1.25928783845097e-07	1.22603136532007e-07	1.22706053614271e-07	1.15577073245277e-07	1.03021466024700e-07	1.00866182961568e-07	1.05575963083027e-07	1.10186811674851e-07	1.14753645696908e-07	1.15776415121616e-07	1.12566667098690e-07
-9999	-9999	1.30386084151723e-07	1.29892271161225e-07	1.29892271161225e-07	1.18662878634268e-07	1.18662878634268e-07	1.27321422146072e-07	1.25793379268657e-07	1.27608424567901e-07	1.28832372325860e-07	1.27929595805654e-07	1.28490546202897e-07	1.28335713611705e-07	1.28997747594894e-07	1.29523989755853e-07	1.30708752266173e-07	1.31879067666318e-07	1.32492255389138e-07	1.29462885745113e-07	1.25372638493104e-07	1.24790717137557e-07	1.25150086915937e-07	1.25787209981354e-07	1.22849976946782e-07	1.21515702034003e-07	1.16367817781793e-07	1.08691045852538e-07	1.06806611199772e-07	1.13327870820967e-07	1.16480645573347e-07	1.14999370470770e-07	1.14739952946271e-07	1.14640887893813e-07
-9999	-9999	1.29778310764550e-07	1.29778310764550e-07	1.30386084151723e-07	1.17184576708951e-07	1.17184576708951e-07	1.29327528242129e-07	1.30346104280458e-07	1.29631139600406e-07	1.29432663698026e-07	1.29524483583054e-07	1.29928023303213e-07	1.29084787303668e-07	1.29423584738220e-07	1.29956317707070e-07	1.31008276582634e-07	1.32646685813143e-07	1.33220532916312e-07	1.30894061101117e-07	1.26573074510361e-07	1.24933186166724e-07	1.24522039494461e-07	1.25644904613864e-07	1.24944883476511e-07	1.23897196147027e-07	1.15704833802965e-07	1.09529689495957e-07	1.11728419938117e-07	1.14777684956380e-07	1.15924741805884e-07	1.18405257154564e-07	1.16973623676131e-07	1.12788858253055e-07
-9999	-9999	1.29482181421281e-07	1.29482181421281e-07	1.29495219880482e-07	1.28458061965375e-07	1.23347490443848e-07	1.22677587199860e-07	1.26732937033580e-07	1.30788286867300e-07	1.31908739338845e-07	1.31209290543666e-07	1.29854306862853e-07	1.30383179808291e-07	1.30955063681881e-07	1.30173853918336e-07	1.28709102042990e-07	1.29750398514261e-07	1.31609951381506e-07	1.30705521428354e-07	1.27122542892266e-07	1.25870543143947e-07	1.25157376373863e-07	1.24980868321245e-07	1.26693660007504e-07	1.29138898685710e-07	1.24043591398504e-07	1.14885477131566e-07	1.14733019529467e-07	1.15809711331849e-07	1.12070987157153e-07	1.14537413035502e-07	1.15216583829181e-07	1.09889143118380e-07
-9999	1.24277313773291e-07	1.27035569619238e-07	1.27035569619238e-07	1.29805428628060e-07	1.29805428628060e-07	1.24157414423583e-07	1.21488511695134e-07	1.25574922904548e-07	1.29724448072466e-07	1.33344765155622e-07	1.32217854442729e-07	1.26428320849451e-07	1.27629974144838e-07	1.28072622729292e-07	1.30513143403732e-07	1.28970302881726e-07	1.29248338254229e-07	1.30678644794102e-07	1.30180072943631e-07	1.28010718469795e-07	1.27755412648867e-07	1.27764937474240e-07	1.26268965949805e-07	1.26798346045121e-07	1.25409352236261e-07	1.26403496558680e-07	1.24871158746487e-07	1.16095723257104e-07	1.11098858113223e-07	1.09630531319738e-07	1.09478438758970e-07	1.12972863064442e-07	1.11118840351310e-07
-9999	1.26499156039017e-07	1.26499156039017e-07	1.24277313773291e-07	1.30596038872000e-07	1.30596038872000e-07	1.20414945570246e-07	1.23262192156896e-07	1.28582257730159e-07	1.28438548685494e-07	1.30675605447550e-07	1.30414591126282e-07	1.28014381317598e-07	1.28572420265982e-07	1.28164849400036e-07	1.30738223802496e-07	1.30219049765401e-07	1.30353416949447e-07	1.30942284570779e-07	1.31652872426002e-07	1.31187956498025e-07	1.30239708795443e-07	1.30114774776757e-07	1.29352434896646e-07	1.26573867476054e-07	1.24307545945612e-07	1.27053164078461e-07	1.31679023240849e-07	1.23907206983631e-07	1.15960438051843e-07	1.12236836713464e-07	1.10477380133034e-07	1.10265295560907e-07	1.09518837850449e-07
-9999	1.30152152166829e-07	1.30152152166829e-07	1.29697838247012e-07	1.30387139307686e-07	1.24646014398877e-07	1.12071489866139e-07	1.17699888354158e-07	1.28276727906496e-07	1.27501627922300e-07	1.28001406807243e-07	1.29310090339156e-07	1.31159668015357e-07	1.31813782999757e-07	1.29813185386259e-07	1.29349094990516e-07	1.29467615295198e-07	1.28647744190857e-07	1.29223001010814e-07	1.30388155383798e-07	1.28626535200738e-07	1.28281950395603e-07	1.28107112473685e-07	1.30460740876970e-07	1.27698546492638e-07	1.24613138297036e-07	1.29319140285133e-07	1.33872115171130e-07	1.23335945900749e-07	1.18320341080391e-07	1.18082940758768e-07	1.19869419279439e-07	1.24620562758082e-07	1.20225260857865e-07
